"venue_event_id","game_id","match_datetime","team1_name","team2_name","competition_name","match_best_of","match_patch","picks_and_bans","winner_prematch_books","winner_prematch_odds_dec","match_team1_score","match_team2_score","map_name","team1_attack_score","team1_defend_score","team1_overtime_score","team2_attack_score","team2_defend_score","team2_overtime_score","team1_map_score","team2_map_score"
1018,1841,"2020-08-03 00:20:00.000 +0000",Sentinels,TSM,"30Bomb Summer Cup",3,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},3,1,TBD,0,0,0,0,0,0,0,0
1018,1842,"2020-08-03 00:20:00.000 +0000",Sentinels,TSM,"30Bomb Summer Cup",3,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},3,1,Split,8,5,0,4,4,0,13,8
1018,1843,"2020-08-03 00:20:00.000 +0000",Sentinels,TSM,"30Bomb Summer Cup",3,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},3,1,Haven,3,5,0,7,6,0,8,13
1018,2376,"2020-08-03 00:20:00.000 +0000",Sentinels,TSM,"30Bomb Summer Cup",3,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},3,1,Ascent,8,5,0,6,4,0,13,10
1191,2238,"2020-07-31 21:00:00.000 +0000",G2 Esports,ex-Giants Gaming,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Ascent,9,4,0,5,3,0,13,8
1192,2239,"2020-07-31 21:00:00.000 +0000",nolpenki,DREAMCHASERS,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},0,1,Ascent,2,8,0,4,9,0,10,13
1194,2241,"2020-07-31 21:30:00.000 +0000",BBL Esports,Rix.GG,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Ascent,5,8,0,4,0,0,13,4
1196,2243,"2020-07-31 21:25:00.000 +0000",Lankräm,THOSE GUYS,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},0,1,Ascent,0,1,0,11,2,0,1,13
1197,2244,"2020-07-31 20:00:00.000 +0000",forZe,StartedFromCS,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Haven,9,4,0,4,3,0,13,7
1198,2245,"2020-07-31 21:30:00.000 +0000",Inferno,bonk,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},0,1,Ascent,2,7,0,5,8,0,9,13
1199,2246,"2020-08-01 13:00:00.000 +0000",bonk,"9xxx",Mandatory.gg Cup #2,3,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},2,0,Haven,9,4,0,2,3,0,13,5
1199,2247,"2020-08-01 13:00:00.000 +0000",bonk,"9xxx",Mandatory.gg Cup #2,3,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},2,0,Ascent,0,0,0,0,0,0,13,6
1209,2278,"2020-07-31 18:00:00.000 +0000",PartyParrots,BAG8,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Bind,11,2,0,2,1,0,13,3
1228,2297,"2020-07-31 20:15:00.000 +0000",G2 Esports,G.Gang,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Haven,4,9,0,3,2,0,13,5
1229,2298,"2020-07-31 18:00:00.000 +0000",GoodVibes,clowns,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Bind,5,8,0,4,0,0,13,4
1233,2302,"2020-07-31 19:00:00.000 +0000",BBL Esports,need more DM,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Split,8,5,0,1,4,0,13,5
1236,2305,"2020-07-31 21:30:00.000 +0000",DPE,"9xxx",Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},0,1,Ascent,8,2,0,9,4,0,10,13
1237,2306,"2020-07-31 19:00:00.000 +0000",Rix.GG,Absolute Legends Blue,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Split,4,9,0,3,4,0,13,7
1238,2307,"2020-07-31 19:00:00.000 +0000",Ninjas in Pyjamas,AERA,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Split,5,8,0,4,1,0,13,5
1240,2309,"2020-07-31 18:00:00.000 +0000",ISOL-BULIL,GRANIT GAMING,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Bind,10,3,0,0,2,0,13,2
1241,2310,"2020-07-31 18:00:00.000 +0000",Rix.GG,EXODIA5,Mandatory.gg Cup #2,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},1,0,Bind,1,12,0,0,0,0,13,0
1263,2332,"2020-08-01 21:15:00.000 +0000",Shiba,Mamba Mode Gaming,"30Bomb Summer Cup",1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},0,1,Split,5,2,0,6,7,0,7,13
1282,2381,"2020-08-05 23:00:00.000 +0000",FAKEZIN,Falkol eSports,GLL Orbital Strike Cup,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Ascent,7,5,1,7,5,3,13,15
1282,2416,"2020-08-05 23:00:00.000 +0000",FAKEZIN,Falkol eSports,GLL Orbital Strike Cup,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Bind,5,7,0,5,7,2,12,14
1291,2396,"2020-08-05 14:00:00.000 +0000",Team123,NVM,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,0,Haven,10,3,0,5,2,0,13,7
1292,2397,"2020-08-05 14:00:00.000 +0000",flawless,Lankräm,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Haven,9,1,0,10,3,0,10,13
1293,2398,"2020-08-05 15:20:00.000 +0000",Team123,Lankräm,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Split,6,6,1,6,6,3,13,15
1294,2399,"2020-08-05 15:20:00.000 +0000",NVM,flawless,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Bind,6,3,0,9,4,0,9,13
1295,2400,"2020-08-05 16:30:00.000 +0000",Team123,flawless,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Bind,3,0,0,12,1,0,3,13
1296,2401,"2020-08-06 21:00:00.000 +0000",Gen.G,Built By Gamers,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,9,4,0,4,3,0,13,7
1296,2402,"2020-08-06 21:00:00.000 +0000",Gen.G,Built By Gamers,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Bind,9,4,0,5,3,0,13,8
1297,2404,"2020-08-06 21:00:00.000 +0000",Sentinels,Lemonade Stand,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,4,9,0,3,0,0,13,3
1297,2405,"2020-08-06 21:00:00.000 +0000",Sentinels,Lemonade Stand,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Split,9,4,0,2,3,0,13,5
1306,2415,"2020-08-03 13:00:00.000 +0000",Team123,Rix.GG,GLX Elite Series,1,"Patch 1.04								
									Viper buffs, Brimstone and Raze ult nerfs",{},{},{},0,1,Haven,5,2,0,10,3,0,7,13
1307,2418,"2020-08-06 21:15:00.000 +0000",TSM,Bloom,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Haven,6,5,0,7,6,0,11,13
1307,2419,"2020-08-06 21:15:00.000 +0000",TSM,Bloom,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Split,7,6,0,2,5,0,13,7
1307,2420,"2020-08-06 21:15:00.000 +0000",TSM,Bloom,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,6,7,0,4,6,0,13,10
1308,2421,"2020-08-06 21:15:00.000 +0000",Cloud9,Renegades,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,7,6,0,6,2,0,13,8
1308,2422,"2020-08-06 21:15:00.000 +0000",Cloud9,Renegades,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Haven,9,4,0,3,3,0,13,6
1309,2424,"2020-08-06 21:30:00.000 +0000",T1,MIXUP,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Bind,8,5,0,7,2,0,13,9
1309,2425,"2020-08-06 21:30:00.000 +0000",T1,MIXUP,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,9,4,0,2,3,0,13,5
1310,2427,"2020-08-06 21:30:00.000 +0000",Envy,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,2,11,0,1,2,0,13,3
1310,2428,"2020-08-06 21:30:00.000 +0000",Envy,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Haven,3,5,0,7,6,0,8,13
1310,2429,"2020-08-06 21:30:00.000 +0000",Envy,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Split,3,10,0,2,2,0,13,4
1311,2430,"2020-08-06 21:45:00.000 +0000",FaZe Clan,China Nguyen,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Haven,5,7,3,5,7,5,15,17
1311,2431,"2020-08-06 21:45:00.000 +0000",FaZe Clan,China Nguyen,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Split,2,4,0,3,10,0,6,13
1312,2433,"2020-08-06 21:45:00.000 +0000",Immortals,"100 Thieves",FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,2,11,0,1,0,0,13,1
1312,2434,"2020-08-06 21:45:00.000 +0000",Immortals,"100 Thieves",FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Bind,6,7,0,1,6,0,13,7
1313,2436,"2020-08-06 14:00:00.000 +0000",Rix.GG,Pingu Gang,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Haven,5,2,0,6,7,0,7,13
1314,2437,"2020-08-06 14:00:00.000 +0000",Totem Providence,BIG,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Bind,7,5,6,7,5,8,18,20
1315,2438,"2020-08-06 15:50:00.000 +0000",Rix.GG,Totem Providence,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,0,Haven,6,7,0,5,3,0,13,8
1316,2439,"2020-08-06 15:50:00.000 +0000",Pingu Gang,BIG,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Split,2,7,0,3,10,0,9,13
1317,2440,"2020-08-06 16:55:00.000 +0000",Pingu Gang,Rix.GG,GLX Elite Series,1,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,1,Haven,6,0,0,7,6,0,6,13
1319,2444,"2020-08-06 23:30:00.000 +0000",Sentinels,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Bind,1,4,0,8,5,0,5,13
1319,2445,"2020-08-06 23:30:00.000 +0000",Sentinels,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Split,5,8,0,3,7,0,13,10
1319,2446,"2020-08-06 23:30:00.000 +0000",Sentinels,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,4,9,0,3,3,0,13,6
1320,2447,"2020-08-07 02:15:00.000 +0000",Gen.G,Lemonade Stand,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Split,3,10,0,2,3,0,13,5
1320,2448,"2020-08-07 02:15:00.000 +0000",Gen.G,Lemonade Stand,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Bind,2,4,0,3,10,0,6,13
1320,2449,"2020-08-07 02:15:00.000 +0000",Gen.G,Lemonade Stand,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,7,6,0,6,5,0,13,11
1321,2450,"2020-08-07 00:15:00.000 +0000",Bloom,Renegades,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Haven,4,1,0,5,8,0,5,13
1321,2451,"2020-08-07 00:15:00.000 +0000",Bloom,Renegades,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Split,5,7,0,5,7,2,12,14
1322,2453,"2020-08-07 00:15:00.000 +0000",TSM,Cloud9,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Haven,5,8,0,4,1,0,13,5
1322,2454,"2020-08-07 00:15:00.000 +0000",TSM,Cloud9,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Split,4,6,0,5,8,0,10,13
1322,2455,"2020-08-07 00:15:00.000 +0000",TSM,Cloud9,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Bind,5,1,0,6,7,0,6,13
1323,2456,"2020-08-07 03:15:00.000 +0000",TSM,Renegades,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,4,9,0,3,6,0,13,9
1323,2457,"2020-08-07 03:15:00.000 +0000",TSM,Renegades,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Haven,8,5,0,2,4,0,13,6
1324,2459,"2020-08-07 00:00:00.000 +0000",MIXUP,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Bind,6,2,0,7,6,0,8,13
1324,2460,"2020-08-07 00:00:00.000 +0000",MIXUP,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Ascent,2,6,0,6,7,0,8,13
1325,2462,"2020-08-07 00:00:00.000 +0000",T1,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Bind,6,7,0,5,6,0,13,11
1325,2463,"2020-08-07 00:00:00.000 +0000",T1,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,7,6,0,1,5,0,13,6
1326,2465,"2020-08-07 03:00:00.000 +0000",Envy,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Bind,6,7,0,5,6,0,13,11
1326,2466,"2020-08-07 03:00:00.000 +0000",Envy,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,5,4,0,6,7,0,9,13
1326,2467,"2020-08-07 03:00:00.000 +0000",Envy,Complexity,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Split,5,8,0,3,7,0,13,10
1327,2468,"2020-08-07 00:15:00.000 +0000",FaZe Clan,"100 Thieves",FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,3,3,0,4,9,0,6,13
1327,2469,"2020-08-07 00:15:00.000 +0000",FaZe Clan,"100 Thieves",FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Bind,6,7,0,5,6,0,13,11
1327,2470,"2020-08-07 00:15:00.000 +0000",FaZe Clan,"100 Thieves",FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Haven,7,6,0,6,3,0,13,9
1328,2471,"2020-08-07 00:15:00.000 +0000",China Nguyen,Immortals,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Haven,6,3,0,7,6,0,9,13
1328,2472,"2020-08-07 00:15:00.000 +0000",China Nguyen,Immortals,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Ascent,3,1,0,4,9,0,4,13
1329,2474,"2020-08-07 03:15:00.000 +0000",China Nguyen,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Bind,1,2,0,10,3,0,3,13
1329,2475,"2020-08-07 03:15:00.000 +0000",China Nguyen,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Ascent,8,5,0,2,4,0,13,6
1329,2476,"2020-08-07 03:15:00.000 +0000",China Nguyen,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Split,1,5,0,7,6,0,6,13
1330,2477,"2020-08-07 21:00:00.000 +0000",Cloud9,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Split,4,8,0,4,8,2,12,14
1330,2478,"2020-08-07 21:00:00.000 +0000",Cloud9,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Ascent,6,7,0,2,6,0,13,8
1330,2479,"2020-08-07 21:00:00.000 +0000",Cloud9,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Bind,2,4,0,8,5,0,6,13
1331,2480,"2020-08-07 21:00:00.000 +0000",Sentinels,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Bind,1,12,0,0,5,0,13,5
1331,2481,"2020-08-07 21:00:00.000 +0000",Sentinels,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,4,9,0,0,8,0,13,8
1332,2483,"2020-08-08 00:00:00.000 +0000",Immortals,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Haven,5,8,0,4,0,0,13,4
1332,2484,"2020-08-08 00:00:00.000 +0000",Immortals,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,4,8,1,4,8,3,13,15
1332,2485,"2020-08-08 00:00:00.000 +0000",Immortals,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Bind,9,4,0,1,3,0,13,4
1333,2486,"2020-08-07 23:30:00.000 +0000",T1,TSM,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Split,4,9,0,3,8,0,13,11
1333,2487,"2020-08-07 23:30:00.000 +0000",T1,TSM,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Bind,5,4,0,6,7,0,9,13
1333,2488,"2020-08-07 23:30:00.000 +0000",T1,TSM,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},1,2,Ascent,3,2,0,10,3,0,5,13
1334,2489,"2020-08-08 02:50:00.000 +0000",T1,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Ascent,2,8,0,4,9,0,10,13
1334,2490,"2020-08-08 02:50:00.000 +0000",T1,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Split,5,5,0,6,7,0,10,13
1335,2492,"2020-08-08 02:50:00.000 +0000",Cloud9,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Haven,0,3,0,9,4,0,3,13
1335,2493,"2020-08-08 02:50:00.000 +0000",Cloud9,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,8,5,0,4,4,0,13,8
1335,2494,"2020-08-08 02:50:00.000 +0000",Cloud9,FaZe Clan,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Split,7,6,0,3,5,0,13,8
1336,2495,"2020-08-08 21:00:00.000 +0000",TSM,Immortals,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Haven,10,3,0,3,2,0,13,5
1336,2496,"2020-08-08 21:00:00.000 +0000",TSM,Immortals,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Ascent,4,9,0,3,1,0,13,4
1337,2498,"2020-08-08 21:00:00.000 +0000",Sentinels,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Split,1,9,0,3,10,0,10,13
1337,2499,"2020-08-08 21:00:00.000 +0000",Sentinels,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,8,5,0,3,4,0,13,7
1337,2500,"2020-08-08 21:00:00.000 +0000",Sentinels,Envy,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Bind,9,4,0,7,3,0,13,10
1338,2501,"2020-08-08 23:15:00.000 +0000",Immortals,Cloud9,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Ascent,7,5,1,7,5,3,13,15
1338,2502,"2020-08-08 23:15:00.000 +0000",Immortals,Cloud9,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Bind,7,6,0,0,5,0,13,5
1338,2503,"2020-08-08 23:15:00.000 +0000",Immortals,Cloud9,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,1,Haven,7,6,0,5,5,0,13,10
1339,2504,"2020-08-09 00:40:00.000 +0000",Envy,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Bind,1,5,0,7,6,0,6,13
1339,2505,"2020-08-09 00:40:00.000 +0000",Envy,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Split,7,5,0,7,5,2,12,14
1340,2507,"2020-08-09 03:20:00.000 +0000",Sentinels,TSM,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Ascent,2,7,0,3,10,0,9,13
1340,2508,"2020-08-09 03:20:00.000 +0000",Sentinels,TSM,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},0,2,Haven,5,7,4,5,7,6,16,18
1341,2510,"2020-08-09 03:00:00.000 +0000",Immortals,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Bind,3,10,0,2,4,0,13,6
1341,2511,"2020-08-09 03:00:00.000 +0000",Immortals,Gen.G,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Split,5,8,0,4,0,0,13,4
1342,2513,"2020-08-09 21:10:00.000 +0000",Sentinels,Immortals,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Bind,5,8,0,4,5,0,13,9
1342,2514,"2020-08-09 21:10:00.000 +0000",Sentinels,Immortals,FaZe Clan Invitational,3,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},2,0,Split,9,4,0,2,3,0,13,5
1343,2516,"2020-08-09 23:30:00.000 +0000",TSM,Sentinels,FaZe Clan Invitational,5,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},3,2,TBD,0,0,0,0,0,0,0,0
1343,2517,"2020-08-09 23:30:00.000 +0000",TSM,Sentinels,FaZe Clan Invitational,5,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},3,2,Haven,5,3,0,6,7,0,8,13
1343,2518,"2020-08-09 23:30:00.000 +0000",TSM,Sentinels,FaZe Clan Invitational,5,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},3,2,Split,5,8,0,4,7,0,13,11
1343,2519,"2020-08-09 23:30:00.000 +0000",TSM,Sentinels,FaZe Clan Invitational,5,"Patch 1.05								
									Added Killjoy, Deathmatch mode, Raze nerfs",{},{},{},3,2,Ascent,4,3,0,5,8,0,7,13
